objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu
babinger_1029,Mehmed b. Ahmed Nerkesî,,record,Ecem Miray Biliz,İnşâ,191,,Mehmed b. Ahmed Nerkesî,1635,,,,,,,,Mensur,,,,,,,,,Berlin Devlet Kütüphanesi,or. 8° 1613,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Değişik konulu 50 yazı bulunmaktadır. Tarih edebiyatı olarak anılmaktadır.,,
babinger_1030,Mehmed b. Ahmed Nerkesî,,record,Ecem Miray Biliz,İnşâ,191,,Mehmed b. Ahmed Nerkesî,1635,,,,,,,,Mensur,,,,,,,,,Berlin Devlet Kütüphanesi,or. 2° 3375,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Değişik konulu 50 yazı bulunmaktadır. Tarih edebiyatı olarak anılmaktadır.,,
babinger_1031,Mehmed b. Ahmed Nerkesî,,record,Ecem Miray Biliz,İnşâ,191,,Mehmed b. Ahmed Nerkesî,1635,,,,,,,,Mensur,,,,,,,,,Bavyera Devlet Kütüphanesi,nr. 235,,48.1476146646503,11.5803002393623,Almanya,Münih,,,Değişik konulu 50 yazı bulunmaktadır. Tarih edebiyatı olarak anılmaktadır.,,
babinger_1032,Mehmed b. Ahmed Nerkesî,,record,Ecem Miray Biliz,İnşâ,191,,Mehmed b. Ahmed Nerkesî,1635,,,,,,,,Mensur,,,,,,,,,Viyana Milli Kütüphanesi,nr. 257,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,Değişik konulu 50 yazı bulunmaktadır. Tarih edebiyatı olarak anılmaktadır.,,
babinger_1033,Mehmed b. Ahmed Nerkesî,,record,Ecem Miray Biliz,İnşâ,191,,Mehmed b. Ahmed Nerkesî,1635,,,,,,,,Mensur,,,,,,,,,Konsular-Akademie,nr. 87,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,Değişik konulu 50 yazı bulunmaktadır. Tarih edebiyatı olarak anılmaktadır.,,
babinger_1034,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1046,,48.2063824539942,16.3669274865075,Avusturya,Viyana,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1035,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Ragıb,nr. 987,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1036,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Nuruosmaniye Kütüphanesi,nr. 3105/6,Nuruosmaniye,41.0102587667774,28.9706631927802,Türkiye,İstanbul,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1037,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Süleymaniye Kütüphanesi,Ankara,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1038,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Kahire TK,nr. 169,,30.06721968343,31.2271369904274,Mısır,Kahire,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1039,Ahmed Hasan Beyzâde,1623,record,Ecem Miray Biliz,Târîh-i Âl-i Osmân,192,IV. Murad,Ahmed Hasan Beyzâde,1636,,1032,1032 (1623),1623,,,,,,,,,,,,,Türk Tarih Kurumu Kütüphanesi,nr. 517,Türk Tarih Kurumu,39.9313984412271,32.8560313901933,Türkiye,İstanbul,IV. Murad,,Kanunî Süleyman'ın cülusundan I. Mustafa'nın ikinci kez tahta çıkışına kadar olan süreci ilk bölümde işlemiştir. İkinci bölümde ise yazar gördüğü olayları anlatmıştır.,,
babinger_1040,Îsâ b. Lutfullâh,,record,Ecem Miray Biliz,Ravhu’r-Rûh fîmâ Hadasa Ba‘de’l-Mi’eti’t-Tâsi‘a mine’l-Fiteni ve’l-Futûh,193,,Îsâ b. Lutfullâh,1638,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,nr. 9743,,52.5077560047923,13.3708612239915,Almanya,Berlin,,901-1039 (1495-1629),"Yemen'deki fetihler, isyanlar ve olayları anlatan kronik",,
babinger_1041,Îsâ b. Lutfullâh,,record,Ecem Miray Biliz,Ravhu’r-Rûh fîmâ Hadasa Ba‘de’l-Mi’eti’t-Tâsi‘a mine’l-Fiteni ve’l-Futûh,193,,Îsâ b. Lutfullâh,1638,,,,,,,,,,,,,,,,,British Museum,suppl. 590,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,901-1039 (1495-1629),"Yemen'deki fetihler, isyanlar ve olayları anlatan kronik",,
babinger_1042,Îsâ b. Lutfullâh,,record,Ecem Miray Biliz,Ravhu’r-Rûh fîmâ Hadasa Ba‘de’l-Mi’eti’t-Tâsi‘a mine’l-Fiteni ve’l-Futûh,193,,Îsâ b. Lutfullâh,1638,,,,,,,,,,,,,,,,,Kahire AK,AK. V. 60 v.d. 139,,30.06721968343,31.2271369904274,Mısır,Kahire,,901-1039 (1495-1629),"Yemen'deki fetihler, isyanlar ve olayları anlatan kronik",,
babinger_1043,Şerefeddîn (Mîr Şeref),1617-1622,record,Ecem Miray Biliz,Enfâsü’l-ahbâr,193,I. Mustafâ / II. Osman,Şerefeddîn (Mîr Şeref),1640,,1026-1032,"1026-1032 
(1617-1622)",1617-1622,,Farsça,,,,,,,,,,,,,,,,,,,,"Kitap altı bâba ayrılır. Her bâbın içindekiler şunlardır : 1. Yaradılış, 2. Fars kıralları, 3. Siyer (Peygamber tarihi), 4. Halifeler, 5. Abbasîler. 5. Moğol Hükümdarları, 7. Timur, 8. Osmanlı hanedanı",,
babinger_1044,Abdullâh Çelebi (Rıdvân Paşazâde),1639,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,IV. Murad,Abdullâh Çelebi (Rıdvân Paşazâde),,,1049,1049 (1639),1639,,,,,,,,,,,,,Berlin,8° 962,,52.5077560047923,13.3708612239915,Almanya,Berlin,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1045,Abdullâh Çelebi (Rıdvân Paşazâde),1639,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,IV. Murad,Abdullâh Çelebi (Rıdvân Paşazâde),,,1049,1049 (1639),1639,,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 858,,48.2063824539942,16.3669274865075,Avusturya,Viyana,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1046,Abdullâh Çelebi (Rıdvân Paşazâde),1639,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,IV. Murad,Abdullâh Çelebi (Rıdvân Paşazâde),,,1049,1049 (1639),1639,,,,,,,,,,,,,Gotha,nu. 157,,50.9478847109003,10.7093788460301,Almanya,Gotha,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,Bu nüsha 9 yerine 12 fasıl içermektedir. Mısır tarihi Sultan İbrahim'e kadar anlatılmaktadır.,
babinger_1047,Abdullâh Çelebi (Rıdvân Paşazâde),1639,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,IV. Murad,Abdullâh Çelebi (Rıdvân Paşazâde),,,1049,1049 (1639),1639,,,,,,,,,,,,,British Museum,or. ve Add 24956,,51.5195338599772,-0.126938820491652,İngiltere,Londra,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1048,Abdullâh Çelebi (Rıdvân Paşazâde),1640,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1050,1050 (1639),1640,,,,,,,,,,,,,Leiden,nu. 941,,52.1574103133869,4.481427,Hollanda,Leiden,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1049,Abdullâh Çelebi (Rıdvân Paşazâde),1641,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1051,1051 (1639),1641,,,,,,,,,,,,,Paris Milli Kütüphanesi,Schefer nu. 1041,,48.8339332273818,2.37579298412067,Fransa,Paris,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1050,Abdullâh Çelebi (Rıdvân Paşazâde),1642,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1052,1052 (1639),1642,,,,,,,,,,,,,Paris Milli Kütüphanesi,Schefer nu. 1043,,48.8339332273818,2.37579298412067,Fransa,Paris,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1051,Abdullâh Çelebi (Rıdvân Paşazâde),1643,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1053,1053 (1639),1643,,,,,,,,,,,,,Beyazıt Devlet Kütüphanesi,2467,Beyazıt,41.0112288381767,28.9655158313884,Türkiye,İstanbul,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1052,Abdullâh Çelebi (Rıdvân Paşazâde),1644,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1054,1054 (1639),1644,,,,,,,,,,,,,Hamidiyye,nu. 900,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1053,Abdullâh Çelebi (Rıdvân Paşazâde),1645,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1055,1055 (1639),1645,,,,,,,,,,,,,Mehmediyye,Nu. 4302,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,"(Risale
fî tarih Misr)"
babinger_1054,Abdullâh Çelebi (Rıdvân Paşazâde),1645,record,Ecem Miray Biliz,Târîh-i Rıdvân Paşazâde,194,I. İbrahim,Abdullâh Çelebi (Rıdvân Paşazâde),,,1056,1056 (1639),1645,,,,,,,,,,,,,Kahire TK,175 '2,,30.06721968343,31.2271369904274,Mısır,Kahire,Sadrâzam Kara Mustafâ Paşa,,Dünya tarihine ait eser yuvarlak hesap 600 bölümde bütün eski ve yeni tarihi anlatır. 9 fasıldan oluşmaktadır: 1. İnsanın yaratılışından kitabın yazıldığı zamana kadar. 2.Tufandan sonra Mısır Kralları. 3. Mısır'ın tılsımları. 4. Mısır'ın diğer memleketler yanındaki öncelliği. 5.Mısır'ın bölgeleri. 6. Mısır'ın Halifeler zamanındaki valileri. 7. Mısır hükümdarlarının yıkılış nedenleri. 8. I.Selim ile Kânsûh el-Gûrî arasındaki muhabere. 9. I. Selim'in Tûmânbây ile beş savaşı. Deccâl'e ait hikâye ve Yûnus'un balığın karnındaki duasıyla biter.,,
babinger_1055,Abdullâh Çelebi (Rıdvân Paşazâde),,record,Ecem Miray Biliz,Târîh-i Hânân-i Tatar ve-Deşt-i Kıpçak,194,,Abdullâh Çelebi (Rıdvân Paşazâde),,,,,,,,,,,,,,,,,,Paris Milli Kütüphanesi,,,48.8339332273818,2.37579298412067,Fransa,Paris,Kapudan Hüseyin Paşa,,IV. Murad zamanına kadar Kırım hanlarının tarihi anlatılmaktadır.,,
babinger_1056,Abdullâh Çelebi (Rıdvân Paşazâde),,record,Ecem Miray Biliz,Târîh-i Hânân-i Tatar ve-Deşt-i Kıpçak,194,,Abdullâh Çelebi (Rıdvân Paşazâde),,,,,,,,,,,,,,,,,,Arsenal Kütüphanesi,nu. 39,,48.8504834973113,2.36360177301508,Fransa,Paris,Kapudan Hüseyin Paşa,,IV. Murad zamanına kadar Kırım hanlarının tarihi anlatılmaktadır.,,
babinger_1057,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,or. 8°. 1051,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1058,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,or. 8° 1042,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1059,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1237,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1060,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Konsular-Akademie,nr. 314,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1061,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Hamburg Şehir Kütüphanesi,nr. 282,,53.5497847853875,10.0085323865075,Almanya,Hamburg,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1062,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Uppsala Üniversitesi Kütüphanesi,nr. 303,,59.8552226554285,17.6314371362395,İsveç,Uppsala,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1063,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,Paris Milli Kütüphanesi,c.r. nr. 248,,48.8339332273818,2.37579298412067,Fransa,Paris,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1064,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,İstanbul Üniversitesi Kütüphanesi,nr. 20,İstanbul Üniversitesi Nadir Eserler,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1065,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,İstanbul Üniversitesi Kütüphanesi,nr. 678,İstanbul Üniversitesi Nadir Eserler,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1066,Mehmed b. Mustafâ (Riyâzî),1609,record,Ecem Miray Biliz,Riyâzü’ş-şu‘arâ,195-196,I. Ahmed,Mehmed b. Mustafâ (Riyâzî),1644,,1018,1018 (1609),1609,,,,,,,,,,,,,İstanbul Üniversitesi Kütüphanesi,nr. 3384,İstanbul Üniversitesi Nadir Eserler,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,384 şairden bahsedilen şairler tezkiresi,,
babinger_1067,İbn Hallikân,,record,Ecem Miray Biliz,Vefeyâtü’l-a‘yân,195,,İbn Hallikân,,,,,,,,,,,Çeviri,,Mehmed b. Mustafâ (Riyâzî),,Osmanlı Türkçesi,,,Atatürk Kitaplığı,Mahmûd Kemâl Bey,İstanbul Üniversitesi Nadir Eserler,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,,Riyâzî kısaltarak Türkçe'ye çevirmiştir.,
babinger_1068,Şinâsi Mehmed Ağa,,record,Ecem Miray Biliz,Tezkiretü’s-selâtîn ve mecâlisü’l-kavânîn,196,I. İbrahim,Şinâsi Mehmed Ağa,,,,,,,,,,,,,,,,4,,Topkapı Sarayı,Erivan Köşkü,Topkapı Sarayı,41.0116490030607,28.9834110829694,Türkiye,İstanbul,,,Genel tarih.,Dört ciltlik bir tarihtir. Yalnız birinci cildinin hilkatten Muhammed’in peygamberliğine kadar olan zamana ait bilgiyi içerdiğinden başka bu kitabın bölümleri hakkında bilinen bir şey yoktur.,
babinger_1069,Ferîdûn Bey,,record,Ecem Miray Biliz,Nüzhetü’l-Ahbâr,196,,Ferîdûn Bey,,,,,,,,,,,Muhtasar,Nüzhetü’l-ahbâr fî icmâl-i sefer-i Zigetvâr,Şinâsî Mehmed Ağa,1058 (1648),,,,,,,,,,,,,Kanuni Sultan Süleyman'ın Zigetvar seferi,,
babinger_1070,Hacı Âlî,,record,Ecem Miray Biliz,Telhîsü’l-Yemânî,197,,Hacı Âlî,,,,,,,,,,,Çeviri,"el-Berku’l-Yemânî fi’l-fethi’l-‘Osmânî (veya
el-Fütûhâtü’l-‘Osmâniyye li’l-aktâri’l-Yemâniyye)",Kutbeddîn,1060 (1650),Osmanlı Türkçesi,,,İstanbul Millet Kütüphanesi,nr. 801 (1862),Millet,41.0170748506218,28.9499245018509,Türkiye,İstanbul,,,,,
babinger_1071,Hacı Âlî,,record,Ecem Miray Biliz,Târîh-i Kâminça,197,,Hacı Âlî,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamaniça seferi hakkındadır.,,
babinger_1072,Hacı Âlî,1663,record,Ecem Miray Biliz,Tuhfetü’l-mücâhidîn,197,IV. Mehmed,Hacı Âlî,,,1074,1074 (1663),1663,,,,,,,,,,,,,,,,,,,,,,Ünlü velilerle bilginlerin biyografyalarıdır.,,
babinger_1073,Vasfî,,record,Ecem Miray Biliz,Târîh-i Halîl Paşa (Gazatnâme-i Halîl Paşa),197,,Vasfî,,,,,,,,,,,,,,,,,,Viyana Milli Kütüphanesi,nr. 1043,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,Halil Paşa’nın karada ve denizde geçen bütün seferleri anlatılmaktadır.,,
babinger_1074,Vasfî,,record,Ecem Miray Biliz,Târîh-i Halîl Paşa (Gazatnâme-i Halîl Paşa),197,,Vasfî,,,,,,,,,,,,,,,,,,Süleymaniye Kütüphanesi,Esad Efendi nr. 2139,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Halil Paşa’nın karada ve denizde geçen bütün seferleri anlatılmaktadır.,,
babinger_1075,Yûsuf Ağa,,record,Ecem Miray Biliz,Selimnâme,198,,Yûsuf Ağa,,,,,,,,,Manzum,,Çeviri,Selîmnâme,Şükrî,,,,,Berlin Devlet Kütüphanesi,or. 8° 1045,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,,Şükrî’nin manzum eserini Türkçeye mensur olarak çevirmiştir. Bu sırada İbn Zünbül gibi başka tarihçilerin yazılarından da yararlanmıştır.,
