objectid,koleksiyon,muellif_adi,eser_adi,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,tematik_kapsam,yazin_turu,title,date,format,arastirmaci,sayfa_no_babinger,padisah_donemi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazi_turu,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,notlar,arastirmaci_notu,muellif_id,meslek,aile,dogum_sehir,dogum_yer_detay,olum_yil,olum_yil_hicri,kabir_sehir,kabir_ilce,kabir_yeri_detay,eser_turu,kutuphane_kanonik,kutuphane_tipi,kutuphane_detay,sayfa_no_tuba
babinger_1175,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Umumiyye,Nu. 4990,Beyazıt,41.0112288381767,28.9655158313884,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1176,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Damadzade Mehmed,Nu. 1451,Murad Molla,41.027776675037,28.9473413423283,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1177,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Aksaray Kütüphanesi,Nu. 735,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1178,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Yeni Cami,Nu. 839,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1179,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Hüsrev Paşa,Nu. 379/80,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1180,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Abdullah Efendi,Nu. 257,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1181,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Kahire Milli Kütüphanesi,"TK, 194",,30.06721968343,31.2271369904274,Mısır,Kahire,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1182,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,,,,Genel dünya tarihi. Eserin içinde geçen olayları gösteren cetveller Farsça'dır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,Kalkutta Buhar Kütüphanesi,Nu. 10,,22.5332050368602,88.3335810576717,Hindistan,Kalküta,,Yaratılıştan- 1058 (Aralık 1648),,,,,,,,,,,,,,,,,
babinger_1183,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,Zeyl,,Mehmed Şeyhî,Genel Tarih.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,,,,,,,,,1059-1144,Takvîmü’t-tevârîh'in zeylidir.,,,,,,,,,,,,,,,,
babinger_1184,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,Zeyl,,Matbâacı İbrâhîm Müteferrika,Genel Tarih.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,,,,,,,,,…1146,Takvîmü’t-tevârîh'in zeylidir.,,,,,,,,,,,,,,,,
babinger_1185,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Takvîmü’t-tevârîh,Zeyl,,Alî Su’avî,Genel Tarih.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1648,record,Elif Sıla Öztürk,216,IV. Mehmed,1657,,1058,1058 (1648),1648,,Osmanlı Türkçesi,,,,,,,,,,,,,,,1147-1227,"Takvîmü’t-tevârîh'in zeylidir. Alî Su’avî yazdığı eklemeyi asıl eserle birlikte 1291 yılında Paris’te 128. sayfaya kadar bastırmış, ancak çalışmayı tamamlayamamıştır.",,,,,,,,,,,,,,,,
babinger_1186,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Cihannümâ,,,,Dünya coğrafyası (Kozmografya).,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",,record,Elif Sıla Öztürk,217,,1657,,,,,,Osmanlı Türkçesi,,,,,,,Viyana Milli Kütüphanesi,Nu. 1282,,48.2063824539942,16.3669274865075,Avusturya,Viyana,IV. Mehmed,,"1648'de yazmaya başlanan, Katip Çelebi’nin ilk ve biricik dünya coğrafyası (Kozmografya)’dır. En tam olan yazma budur; eserin yazılmamış olan diğer bölümleri hakkında Katip Çelebi'nin el yazması planlarını içerir.  Ancak bitmemiştir.",,,,,,,,,,,,,,,,
babinger_1187,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Cihannümâ,,,,Dünya coğrafyası (Kozmografya).,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",,record,Elif Sıla Öztürk,217,,1657,,,,,,Osmanlı Türkçesi,,,,,,,Viyana Milli Kütüphanesi,"Nu. 1278, 2",,48.2063824539942,16.3669274865075,Avusturya,Viyana,IV. Mehmed,,"1648'de yazmaya başlanan, Katip Çelebi’nin ilk ve biricik dünya coğrafyası (Kozmografya)’dır. Eser bitmemiştir.",,,,,,,,,,,,,,,,
babinger_1188,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Cihannümâ,,,,Dünya coğrafyası (Kozmografya).,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",,record,Elif Sıla Öztürk,217,,1657,,,,,,Osmanlı Türkçesi,,,,,,,Viyana Milli Kütüphanesi,Mxt. Nu. 762826,,48.2063824539942,16.3669274865075,Avusturya,Viyana,IV. Mehmed,,"1648'de yazmaya başlanan, Katip Çelebi’nin ilk ve biricik dünya coğrafyası (Kozmografya)’dır.",,,,,,,,,,,,,,,,
babinger_1189,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Cihannümâ,,,,Dünya coğrafyası (Kozmografya).,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",,record,Elif Sıla Öztürk,217,,1657,,,,,,Osmanlı Türkçesi,,,,,,,Oxford Bodleian Library,"Yazm. Sale 67,2",,51.7543718691353,-1.25404200002206,İngiltere,Oxford,IV. Mehmed,,"1648'de yazmaya başlanan, Katip Çelebi’nin ilk ve biricik dünya coğrafyası (Kozmografya)’dır.",,,,,,,,,,,,,,,,
babinger_1190,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Süllemü’l-vüsûl ilâ tabakâti’l-fuhûl,,,,Meşhur adamların biyografyaları hakkında bir eser.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",,record,Elif Sıla Öztürk,218,,1657,,,,,,Arapça,,,,,,,Şehid Ali Paşa Kütüphanesi,,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,,,,,,,,,,,,,,,,,
babinger_1191,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Berlin Devlet Kütüphanesi,Nu. 21,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,,,,,,,,,,,,,,,,,
babinger_1192,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Berlin Devlet Kütüphanesi,Nu. 22,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Tam değil.,,,,,,,,,,,,,,,,
babinger_1193,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Berlin Devlet Kütüphanesi,Nu. 23,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Tam değil.,,,,,,,,,,,,,,,,
babinger_1194,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Dresden Memleket Kütüphanesi,,,51.0287565539879,13.7370277288358,Almanya,Dresden,,,Bugün kaybolmuş.,,,,,,,,,,,,,,,,
babinger_1195,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Viyana Milli Kütüphanesi,Nu. 35,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,,,,,,,,,,,,,,,,,
babinger_1196,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Konsular-Akademie,Nu. 1,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,,,,,,,,,,,,,,,,,
babinger_1197,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Kopenhag,Nu. 172,,55.6735083015164,12.5826588,Danimarka,Kopenhag,,,,,,,,,,,,,,,,,,,
babinger_1198,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Paris Milli Kütüphanesi,,,48.8339332273818,2.37579298412067,Fransa,Paris,,,,,,,,,,,,,,,,,,,
babinger_1199,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Leiden Üniversitesi Kütüphanesi,Nu. 1370/1,,52.1574103133869,4.481427,Hollanda,Leiden,,,,,,,,,,,,,,,,,,,
babinger_1200,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Bolonya Üniversitesi Kütüphanesi,"Marsigli Kolleksiyonu, Nu. 428",,44.4970055494825,11.3524094,İtalya,Bolonya,,,,,,,,,,,,,,,,,,,
babinger_1201,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Roma Vatikan Kütüphanesi,,,41.9048839898964,12.4549978153433,İtalya,Roma,,,,,,,,,,,,,,,,,,,
babinger_1202,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Manchester Üniversite Kütüphanesi,"Lindsay Kolleksiyonu, Nu 640/59",,53.4645760548282,-2.23532624232767,İngiltere,Manchester,,,,,,,,,,,,,,,,,,,
babinger_1203,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Petersburg Rumenzof Müzesi,,,59.9329641627469,30.2893823719895,Rusya,St. Petersburg,,,,,,,,,,,,,,,,,,,
babinger_1204,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Nuruosmaniye Kütüphanesi,Nu. 3724,Nuruosmaniye,41.0102587667774,28.9706631927802,Türkiye,İstanbul,,,,,,,,,,,,,,,,,,,
babinger_1205,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Mehmediyye,Nu. 1039 (2100),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,,,,,,,,,,,,,,,,,
babinger_1206,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Hamidiyye Kütüphanesi,Nu. 984/5,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,,,,,,,,,,,,,,,,,
babinger_1207,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,İstanbul Üniversitesi Kütüphanesi,Nu. 2221,İstanbul Üniversitesi Nadir Eserler,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,,,,,,,,,,,,,,,,,
babinger_1208,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,,,,"Büyük bir bibliyografya külliyatıdır. Müellif, mukaddimede ilimlerin tanımı, tasnifi, nitelikleri ve tarihleri üzerinde durur. Asıl eserde ise bütün ilim dallarının adları, konuları ve yazarın bizzat gördüğü kitaplar alfabetik sırayla verilmiş olup toplamda yaklaşık 14.500 eser adı yer almaktadır. Eser bir hâtime ile sona ermektedir.",,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,Kahire Milli Kütüphanesi,"AK, V, 117 (3 Nusha)",,30.06721968343,31.2271369904274,Mısır,Kahire,,,,,,,,,,,,,,,,,,,
babinger_1209,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,Zeyl,,Vişnezâde Mehmed İzzetî,,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,,,,,,,,,,Keşfü’z-Zunûn ‘an Esâmi’l-Kütüb ve’l-Fünûn adlı eserin zeylidir.,,,,,,,,,,,,,,,,
babinger_1210,Babinger,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",Keşfü’z-zunûn ‘an esâmi’l-kütüb ve’l-fünûn,Zeyl,Âsâr-ı Nev,Hanîfzâde Ahmed Tâhir,İçinde 506 kitap adı bulunmaktadır.,,"Mustafâ b. Abdullâh, Hacı Kalfa 
(Kâtib Çelebi)",1653,record,Elif Sıla Öztürk,218,IV. Mehmed,1657,,1064,1064 (1653),1653,,Arapça,,,,,,,,,,,,,,,,Keşfü’z-Zunûn ‘an Esâmi’l-Kütüb ve’l-Fünûn adlı eserin zeylidir.,,,,,,,,,,,,,,,,
