objectid,koleksiyon,muellif_adi,eser_adi,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,tematik_kapsam,yazin_turu,title,date,format,arastirmaci,sayfa_no_babinger,padisah_donemi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazi_turu,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,notlar,arastirmaci_notu,muellif_id,meslek,aile,dogum_sehir,dogum_yer_detay,olum_yil,olum_yil_hicri,kabir_sehir,kabir_ilce,kabir_yeri_detay,eser_turu,kutuphane_kanonik,kutuphane_tipi,kutuphane_detay,sayfa_no_tuba
babinger_0001,Babinger,Yahşi Fakîh,Menâkıb-i âl-i Osmân ta Yıldırım Hana Gelince,,,,1389'a kadar geçen vakaları anlattığı tahmin edilmektedir.,,Yahşi Fakîh,,record,Ahmed Said Sözen,11,,1414,,,,,,,,,,,,,,,,,,,,,...1389 (I. Murad'ın ölümü),Bilinen en eski Osmanlı tarih yazarıdır. Aşıkpaşazade hastalanarak evinde yattığında bir tanıdık olan olarak Yahşi Fakih'in babası olan İshak'tan bahsetmektedir. Yahşi'nin menâkıbnamesinden de açıkça bahseder. Bu anlamda bilinen en eski Osmanlı tarih yazarıdır.,,,,,,,,,,,,,,,,
babinger_0002,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Berlin Devlet Kütüphanesi,or. 8° 965,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0003,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Berlin Devlet Kütüphanesi,or. 4° 1271,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0004,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Gotha Kütüphanesi,Nu. 184,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0005,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Gotha Kütüphanesi,Nu. 185,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0006,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Gotha Kütüphanesi,Nu. 186,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0007,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Münih Devlet Kütüphanesi,Nu. 174,,48.1476146646503,11.5803002393623,Almanya,Münih,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0008,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Paris Milli Kütüphanesi,Nu. 309,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0009,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Paris Milli Kütüphanesi,Nu. 310,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0010,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Paris Milli Kütüphanesi,Nu. 311,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0011,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Stokholm Kraliyet Kütüphanesi,Nu. 62,,59.3381358369098,18.072031001596,İsveç,Stokholm,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0012,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Uppsala Üniversitesi Kütüphanesi,Nu. 188,,59.8552226554285,17.6314371362395,İsveç,Uppsala,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0013,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Uppsala Üniversitesi Kütüphanesi,Nu. 189,,59.8552226554285,17.6314371362395,İsveç,Uppsala,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0014,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Petersburg Umumi Kütüphanesi,Nu. 565,,59.9334029974936,30.3352102785678,Rusya,St. Petersburg,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0015,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Petersburg Umumi Kütüphanesi,Nu. 566,,59.9334029974936,30.3352102785678,Rusya,St. Petersburg,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0016,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Roma Vatikan Kütüphanesi,Nu. 58,,41.9048839898964,12.4549978153433,İtalya,Roma,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0017,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,"Venedik, Codex Nani,",Nu. XL,,45.4335493764096,12.339401298149,İtalya,Venedik,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0018,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Cambridge Üniversite Kütüphanesi,Add. 3542,,52.2052468752737,0.1077233,İngiltere,Cambridge,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0019,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,British Museum,Harl. 3273,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0020,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,British Museum,Add. 7980,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0021,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,British Museum,or. 7234,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0022,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Laleli,Nu. 1995 (?),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0023,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Abdullah Efendi,Nu. 240 (?),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0024,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Umumiyye,Nu. 5030 (?),Beyazıt,41.0112288381767,28.9655158313884,Türkiye,İstanbul,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0025,Babinger,Ahmedî,İskendernâme,,,,"8250 beyitten oluşur. Büyük İskender menkıbesinden hareketle felsefe, ilahiyat, tıp ve tarihten söz eder.",Manzum,Ahmedî,1410,record,Ahmed Said Sözen,12_13,I. Bayezid,1413,,813,1390-1410,1410,,,,,,,,,Mehmediyye,Nu. 4186 (?),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Ertuğrul Gazi’den Yıldırım Bâyezid devri ortalarına kadar gelen kısım Dâstân-ı Tevârîh-i Mülûk-ı Âl-i Osmân şeklindedir,,,,,,,,,,,,,,,,
babinger_0026,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 476,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,,,,,,,,,,,,,,,,,
babinger_0027,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 477,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,,,,,,,,,,,,,,,,,
babinger_0028,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 478,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,,,,,,,,,,,,,,,,,
babinger_0029,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Gotha Kütüphanesi,Nu. 254,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,,,,,,,,,,,,,,,,,
babinger_0030,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Gotha Kütüphanesi,Nu. 255,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,,,,,,,,,,,,,,,,,
babinger_0031,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Gotha Kütüphanesi,Nu. 256,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,,,,,,,,,,,,,,,,,
babinger_0032,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Gotha Kütüphanesi,Nu. 257,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,,,,,,,,,,,,,,,,,
babinger_0033,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Leipzig Belediye Kütüphanesi,Nu. 280,,51.3342046470006,12.3747494423283,Almanya,Leipzig,,,,,,,,,,,,,,,,,,,
babinger_0034,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 799,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,,,,,,,,,,,,,,,,,
babinger_0035,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,"Floransa, Med. Laur. Küt.",Nu. 248,,43.7747763692041,11.2546200711641,İtalya,Floransa,,,,,,,,,,,,,,,,,,,
babinger_0036,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Roma Casanatense Kütüphanesi,Nu. 4,,41.8988476150099,12.4794832865075,İtalya,Roma,,,,,,,,,,,,,,,,,,,
babinger_0037,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Paris Milli Kütüphanesi,or. 321,,48.8339332273818,2.37579298412067,Fransa,Paris,,,,,,,,,,,,,,,,,,,
babinger_0038,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Paris Milli Kütüphanesi,or. 343,,48.8339332273818,2.37579298412067,Fransa,Paris,,,,,,,,,,,,,,,,,,,
babinger_0039,Babinger,Hamzavî,Hamzanâme,,,,Hz. Peygamber sav'in dayısı Hz. Hamza'ya ait menkıbeler,Manzum,Hamzavî,1403,record,Ahmed Said Sözen,14-15,I. Bayezid,1413,,805,1403,1403,,,,,,,,,Paris Milli Kütüphanesi,or. 344,,48.8339332273818,2.37579298412067,Fransa,Paris,,,,,,,,,,,,,,,,,,,
babinger_0040,Babinger,Hamzavî,Câmi ül-meknûnât,,,,Kafiyeli bir Osmanlı tarihidir. Bayezid'in son zamanlarına ait olayları içermektedir.,,Hamzavî,,record,Ahmed Said Sözen,14-15,,1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babinger_0041,Babinger,Ahmedî Dâ'î,Çenknâme,,,,Kendisi ile kardeşleri arasında geçen kavgalarını şairane bir şekilde anlatmıştır.,,Ahmedî Dâ'î,,record,Ahmed Said Sözen,15-16,,1412,,,,,,,,,,,,,,,,,,,,,,Nüshaları Babinger'e göre kayıptır.,,,,,,,,,,,,,,,,
babinger_0042,Babinger,Ahmedî Dâ'î,Ferahnâme,,,,,,Ahmedî Dâ'î,,record,Ahmed Said Sözen,15-16,,1412,,,,,,,,,,,,,,,,,,,,,,Nüshaları Babinger'e göre kayıptır. Nüshaları bulunamamıştır.,,,,,,,,,,,,,,,,
babinger_0043,Babinger,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,Dürer fi'l-havâdis ve'l-siyer (vefayât alâ tertib el-a'vâm),,,,Hz. Peygamber (sav)'den 1300'lere kadar yaşamış olan kişiler anlatılmaktadır.,,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,1431,record,Ahmed Said Sözen,18-20,II. Murad,1454,,835,835 (1431),1431,,Arapça,,,,,,,Leiden Üniversitesi Kütüphanesi,Nu. 769 (Dürer fi'lhavâdis),,52.1574103133869,4.481427,Hollanda,Leiden,,Hz. Peygamber sav'den-700 (1300)'e kadar,,,,,,,,,,,,,,,,,
babinger_0044,Babinger,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,Adsız Biyografya Eseri,,,,Alimlerin biyografileri. Taberî ve Cevherî'nin Biyografileri ile nihayet bulmuştur.,,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,1436,record,Ahmed Said Sözen,18-20,,1454,,840,840 (1436),1436,,Arapça,,,,,,,Gotha Kütüphanesi,Nu. 1738 (Biyografya),,50.9478847109003,10.7093788460301,Almanya,Gotha,,,,,,,,,,,,,,,,,,,
babinger_0045,Babinger,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,Tavzîhu Menâhici’l-Envâr ve Tenkîhu Mebâhici’l-Ezhâr,,,,Harflerin noktalarına göre muhtelif manalar alan kelimelerden bahsetmektedir.,,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,1435,record,Ahmed Said Sözen,18-20,,1454,,839,839 (1435),1435,,Arapça,,,,,,,British Museum,suppl. 481 (Tavzih),,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,,Bu esere ilişkin ikincil kaynaklarda bilgi bulunmamaktadır,,,,,,,,,,,,,,,
babinger_0046,Babinger,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,Nazmü’s-sülûk,,,,Özet bir tarihi eser,,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,,record,Ahmed Said Sözen,18-20,,1454,,,,,,Arapça,,,,,,,Ayasofya,Nu. 3503 (Nazm elsülûk),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Hz. Peygamber (sav)'den-806 (1403)'e kadar,,,,,,,,,,,,,,,,,
babinger_0047,Babinger,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,el-tevârîh el-latîfe ve’l-âsâr el-acîbe,,,,,,Abdurrahmân b. Muhammed b. Alî b. Ahmed el-Bistâmî,1432,record,Ahmed Said Sözen,18-20,,1454,,836,826 (1432),1432,,Arapça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
babinger_0048,Babinger,Mehmed Emîn İbn Hâccî Halîl,Târîh-i Âl-i Osman,,,,Osmanlı hanedanın tarihi. Öncesinde Rum Selçuklularından kısaca bahsetmektedir.,,Mehmed Emîn İbn Hâccî Halîl,,record,Ahmed Said Sözen,20,II. Mehmed,,,,,,,Farsça,,,,,,,,,,,,Fransa,Paris,,II. Mehmed'in emri ile başlamış ancak II. Bayezid döneminde bitirmiş olduğu tarih eseridir.,,,,,,,,,,,,,,,,,
babinger_0049,Babinger,Şükrullâh b. Şıhabeddîn Ahmed,Behçetül-tevârîh,,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,20-22,,1488,,861,861 (1457),1457,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 828,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,,,,,,,,,,,,,,,,
babinger_0050,Babinger,Şükrullâh b. Şıhabeddîn Ahmed,Behçetül-tevârîh,,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,20-22,,1488,,861,861 (1457),1457,,,,,,,,,British Museum,Nu. or. 1627,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,,,,,,,,,,,,,,,,
babinger_0051,Babinger,Şükrullâh b. Şıhabeddîn Ahmed,Behçetül-tevârîh,,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,20-22,,1488,,861,861 (1457),1457,,,,,,,,,Paris Milli Kütüphanesi,Nu. 90,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,,,,,,,,,,,,,,,,
